,Year,Week_Nr,Open,Close/Last,High,Low,Volume
1220,2019,25,365.91,365.21,370.12,361.215,5899467
1219,2019,25,365.0,369.21,371.45,365.0,7448356
1218,2019,26,370.27,371.04,375.0,370.2,4830240
1217,2019,26,370.75,360.3,370.9994,358.29,5750383
1216,2019,26,361.6,362.2,366.79,361.6,3669677
1215,2019,26,363.2,370.02,370.85,363.2,4138575
1214,2019,26,370.26,367.32,371.5448,364.87,4592706
1213,2019,27,373.5,374.6,376.66,372.0,5001518
1212,2019,27,374.89,375.43,376.0,370.31,3628962
1211,2019,27,376.69,381.72,381.99,375.84,3799009
1210,2019,27,378.29,380.55,381.4,375.555,3732162
1209,2019,28,378.19,376.16,378.25,375.36,3113402
1208,2019,28,379.06,379.93,384.76,377.5,6932822
1207,2019,28,382.77,381.0,384.3399,377.4,5878790
1206,2019,28,381.1,379.5,384.54,378.8,4336287
1205,2019,28,378.68,373.25,379.7375,372.7917,6636937
1204,2019,29,372.94,366.6,373.68,362.3,7944680
1203,2019,29,370.09,365.99,371.34,364.92,5863222
1202,2019,29,366.25,362.44,366.5,361.75,13639540
1201,2019,29,323.76,325.21,329.85,320.3,31305900
1200,2019,29,323.4,315.1,325.85,314.23,16302480
1199,2019,30,312.0,310.62,314.54,305.81,17725330
1198,2019,30,311.44,307.3,313.5,306.0,9171068
1197,2019,30,310.51,317.94,319.99,307.25,11961820
1196,2019,30,318.86,326.46,327.69,316.3,10798500
1195,2019,30,328.79,335.78,336.0,327.5,10847500
1194,2019,31,335.98,332.7,336.4,328.77,5782817
1193,2019,31,329.2,325.93,329.65,323.23,6029320
1192,2019,31,325.16,322.99,331.77,318.53,6259494
1191,2019,31,324.25,319.5,328.58,318.735,6563156
1190,2019,31,317.49,318.83,319.41,311.8,6280343
1189,2019,32,310.96,307.63,313.4179,304.677,8692485
1188,2019,32,310.58,310.1,311.88,305.3,6179090
1187,2019,32,302.56,304.29,305.0,296.8126,9322433
1186,2019,32,311.03,315.9,316.3648,306.63,5905865
1185,2019,32,313.74,308.93,316.64,305.68,5349059
1184,2019,33,305.46,310.83,312.89,303.24,6531722
1183,2019,33,309.77,312.28,316.43,308.16,5338761
1182,2019,33,308.01,299.11,308.41,298.005,7355753
1181,2019,33,299.5,295.76,300.63,288.0,9683384
1180,2019,33,298.86,302.8,303.55,296.27,7090757
1179,2019,34,306.25,309.38,311.75,304.75,4951733
1178,2019,34,304.57,298.99,305.0,297.6811,7352162
1177,2019,34,301.61,297.81,302.88,296.2,5689746
1176,2019,34,298.65,296.93,300.33,293.15,4977042
1175,2019,34,295.0,291.44,299.01,290.32,6331189
1174,2019,35,295.24,294.98,296.95,292.5,4696982
1173,2019,35,294.54,291.03,296.77,287.1968,6314559
1172,2019,35,289.47,291.77,292.82,287.75,3958043
1171,2019,35,295.0,296.78,299.93,294.99,4392532
1170,2019,35,298.78,293.75,298.94,290.85,4447990
1169,2019,36,290.82,289.29,293.9,288.06,3684177
1168,2019,36,291.25,291.52,292.38,286.51,4653665
1167,2019,36,285.32,293.25,293.97,282.785,8972356
1166,2019,36,293.35,290.17,293.35,287.03,5166556
1165,2019,37,294.81,294.34,301.55,290.6,8232744
1164,2019,37,291.16,287.99,297.17,282.6629,12320250
1163,2019,37,285.7,288.27,292.65,284.61,7405949
1162,2019,37,288.1,288.86,292.73,286.6,5010927
1161,2019,37,290.61,294.15,296.62,290.04,6583124
1160,2019,38,294.23,294.29,297.43,289.78,5307386
1159,2019,38,294.5,298.6,299.15,291.79,4817119
1158,2019,38,294.99,291.56,296.05,287.45,7841539
1157,2019,38,291.56,286.6,293.81,283.4,8545761
1156,2019,38,280.26,270.75,282.5,266.0,23954190
1155,2019,39,268.345,265.92,273.39,261.89,13610290
1154,2019,39,262.5,254.59,265.0,252.28,16392810
1153,2019,39,255.71,264.75,266.6,253.7,11846750
1152,2019,39,266.42,263.31,268.05,260.2,7696858
1151,2019,39,266.175,263.08,267.44,260.39,7367491
1150,2019,40,264.0,267.62,268.88,262.78,6823100
1149,2019,40,267.35,269.58,272.2,264.03,8786284
1148,2019,40,263.61,268.03,269.35,262.19,7773299
1147,2019,40,267.78,268.15,268.843,257.01,9068810
1146,2019,40,268.2,272.79,275.4846,266.47,9992774
1145,2019,41,271.99,274.46,276.68,271.28,6796811
1144,2019,41,273.03,270.72,275.53,270.6427,6302269
1143,2019,41,270.02,267.53,271.0,264.57,6843488
1142,2019,41,265.97,280.48,280.53,265.0337,10961190
1141,2019,41,284.8,282.93,287.87,275.8947,8817301
1140,2019,42,283.93,285.53,286.93,282.0,5543120
1139,2019,42,283.82,284.25,285.87,279.4,7728161
1138,2019,42,283.12,286.28,288.17,280.7431,18413340
1137,2019,42,304.49,293.35,308.75,288.3001,38462340
1136,2019,42,289.36,275.3,290.9,273.36,23449640
1135,2019,43,272.89,278.05,279.9399,269.0,12633960
1134,2019,43,271.159,266.69,275.41,265.8,11865590
1133,2019,43,268.06,271.27,273.92,266.63,7154430
1132,2019,43,271.81,271.5,274.02,268.8,4911033
1131,2019,43,270.68,276.82,277.77,270.18,4747829
1130,2019,44,278.05,281.86,285.75,277.35,6248433
1129,2019,44,281.87,281.21,284.41,277.545,4356181
1128,2019,44,284.34,291.45,293.49,283.0,9345562
1127,2019,44,291.0,287.41,291.45,284.78,5090021
1126,2019,44,288.7,286.81,289.12,283.02,5594293
1125,2019,45,288.0,292.86,295.39,287.16,5566213
1124,2019,45,289.99,288.03,291.19,286.31,4062370
1123,2019,45,288.19,288.59,290.56,285.84,3438257
1122,2019,45,290.7,289.57,298.19,288.2679,5928471
1121,2019,45,288.73,291.57,293.99,287.505,4509588
1120,2019,46,289.16,294.18,296.36,288.5,3945885
1119,2019,46,295.32,292.01,295.345,288.7,5774833
1118,2019,46,291.03,283.11,293.41,281.14,9233066
1117,2019,46,283.25,289.62,290.63,283.22,6539771
1116,2019,46,290.59,295.03,295.8186,287.568,6337779
1115,2019,47,296.0,302.57,304.99,293.28,8621566
1114,2019,47,304.01,302.6,305.6699,298.5201,5919710
1113,2019,47,301.01,305.16,308.25,301.0,5115546
1112,2019,47,306.0,311.69,312.69,304.2622,7488373
1111,2019,47,309.1,310.48,311.4,304.41,5970056
1110,2019,48,308.83,315.55,315.73,305.25,7878943
1109,2019,48,315.0,312.49,316.5,311.69,5328348
1108,2019,48,313.93,315.93,316.82,312.75,4100975
1107,2019,48,315.78,314.66,316.62,313.34,2411749
1106,2019,49,314.39,309.99,314.39,303.75,6223135
1105,2019,49,302.22,306.16,307.36,301.88,5272447
1104,2019,49,308.43,304.32,308.43,303.2727,3513551
1103,2019,49,305.27,302.86,306.48,298.81,4618867
1102,2019,49,304.7,307.35,307.8495,302.6,4459684
1101,2019,50,307.35,302.5,311.49,302.44,5766006
1100,2019,50,296.12,293.12,298.94,292.02,10481240
1099,2019,50,294.49,298.93,299.43,294.2,5607155
1098,2019,50,295.67,298.44,299.165,295.06,4771404
1097,2019,50,298.5,298.5,301.8,297.25,3883069
1096,2019,51,300.85,304.21,305.71,298.63,4660166
1095,2019,51,307.36,315.48,316.8,306.6,10437130
1094,2019,51,316.26,320.8,325.36,315.6,11210740
1093,2019,51,324.5,332.22,332.83,324.18,9833355
1092,2019,51,335.0,336.9,338.0,330.6,9923260
1091,2019,52,337.76,333.1,337.95,331.0201,5767937
1090,2019,52,334.01,333.2,335.7,331.6,2019322
1089,2019,52,334.6,332.63,336.4623,332.01,3595854
1088,2019,52,332.96,329.09,333.82,326.01,5037156
1087,2019,1,329.08,323.31,329.185,322.86,4315267
1086,2019,1,322.0,323.57,324.916,321.09,3714837
1085,2020,1,326.1,329.81,329.98,324.78,4348493
1084,2020,1,326.78,325.9,329.8599,325.53,3795466
1083,2020,2,323.12,335.83,336.36,321.2,5668577
1082,2020,2,336.47,330.75,336.7,330.3,4742458
1081,2020,2,331.49,339.26,342.7,331.05,7109117
1080,2020,2,342.0,335.66,343.4196,334.6101,4717430
1079,2020,2,337.13,329.05,338.5,327.27,4720540
1078,2020,3,331.8,338.92,340.85,331.51,6296174
1077,2020,3,344.4,338.69,345.38,335.52,7201544
1076,2020,3,338.68,339.07,343.17,336.6,5158035
1075,2020,3,343.5,338.62,343.555,335.85,5015997
1074,2020,3,341.0,339.67,341.57,337.38,6066547
1073,2020,4,340.0,338.11,341.0,332.59,14350320
1072,2020,4,332.55,326.0,336.3,323.6,21729960
1071,2020,4,326.04,349.6,349.88,325.01,18200290
1070,2020,4,348.46,353.16,359.85,345.88,17939680
1069,2020,5,345.95,342.88,351.9,341.02,7709482
1068,2020,5,345.88,348.52,352.4,342.78,6821581
1067,2020,5,349.0,343.16,349.4,338.55,7649183
1066,2020,5,341.1,347.74,348.2,339.25,5328136
1065,2020,5,347.39,345.09,347.39,340.98,5230001
1064,2020,6,347.24,358.0,359.63,346.28,6674885
1063,2020,6,361.0,369.01,369.57,356.0964,7161451
1062,2020,6,375.125,369.67,375.25,362.3,6437026
1061,2020,6,369.6,366.95,371.5499,362.505,3920428
1060,2020,6,365.04,366.77,371.8,363.57,4385227
1059,2020,7,365.0,371.07,374.8,362.52,5294138
1058,2020,7,373.75,373.69,378.11,369.72,4772870
1057,2020,7,377.18,380.01,380.62,375.88,4624772
1056,2020,7,376.96,381.4,385.37,376.51,4485383
1055,2020,7,381.47,380.4,385.15,379.4342,3736266
1054,2020,8,379.3,387.78,389.54,379.19,5180400
1053,2020,8,388.12,386.19,392.95,384.9,4896368
1052,2020,8,386.56,386.0,389.7,376.68,4079425
1051,2020,8,385.33,380.07,387.32,377.9008,3935618
1050,2020,9,364.76,368.7,372.82,361.0,6936418
1049,2020,9,372.0,360.09,375.65,357.72,6481243
1048,2020,9,366.31,379.24,382.0,365.0,8961126
1047,2020,9,371.46,371.71,391.5624,370.5962,10967700
1046,2020,9,364.21,369.03,376.77,356.8,11178570
1045,2020,10,373.11,381.05,381.36,364.502,6997891
1044,2020,10,381.03,368.77,393.52,367.4,8364623
1043,2020,10,377.77,383.79,384.01,370.51,5487340
1042,2020,10,381.0,372.78,391.4,368.6401,8746985
1041,2020,10,367.7,368.97,371.31,356.85,8147165
1040,2020,11,343.86,346.49,357.47,341.7209,7405458
1039,2020,11,356.425,364.13,364.54,347.85,7604444
1038,2020,11,358.92,349.92,362.98,344.79,6058782
1037,2020,11,326.5,315.25,335.72,307.32,12071590
1036,2020,11,330.51,336.295,336.42,307.39,9458197
1035,2020,12,306.63,298.84,334.35,294.75,10559940
1034,2020,12,306.19,319.75,322.9,290.25,10013910
1033,2020,12,302.395,315.47,331.5794,300.0,12593650
1032,2020,12,324.33,332.03,348.51,316.82,10615960
1031,2020,12,342.31,332.83,350.49,332.0,10853850
1030,2020,13,347.89,360.27,366.11,340.8838,13449380
1029,2020,13,369.99,357.32,372.93,353.0301,11638680
1028,2020,13,361.02,342.39,362.0,339.17,8767171
1027,2020,13,344.0,362.99,363.84,341.73,7235016
1026,2020,13,359.09,357.12,368.56,353.0,7948775
1025,2020,14,363.0,370.96,377.8,361.17,8621964
1024,2020,14,367.93,375.5,383.01,366.44,9366464
1023,2020,14,376.05,364.08,380.233,361.02,6672454
1022,2020,14,364.08,370.08,370.99,360.06,4592477
1021,2020,14,367.47,361.76,370.9,357.51,4860768
1020,2020,15,365.22,379.96,380.29,361.71,8183921
1019,2020,15,380.0,372.28,381.33,369.34,7046438
1018,2020,15,374.01,371.12,378.39,368.31,6908879
1017,2020,15,371.06,370.72,372.1,363.03,7711296
1016,2020,16,371.31,396.72,400.51,367.7003,11692920
1015,2020,16,397.5,413.55,417.82,394.8468,11580980
1014,2020,16,413.0,426.75,434.98,412.25,13561220
1013,2020,16,437.0,439.17,449.52,431.61,16128670
1012,2020,16,431.0,422.96,432.0,414.695,12616260
1011,2020,17,435.17,437.49,444.49,430.56,12655820
1010,2020,17,444.77,433.83,447.0,425.6,23177550
1009,2020,17,429.725,421.42,433.0,413.0,21123770
1008,2020,17,419.26,426.7,438.413,419.26,13952330
1007,2020,17,425.0,424.99,427.17,415.88,8670362
1006,2020,18,425.0,421.38,429.0,420.84,6277480
1005,2020,18,419.99,403.83,421.0,402.9101,10101230
1004,2020,18,399.53,411.89,415.86,393.6,9693137
1003,2020,18,410.31,419.85,424.44,408.0,7953975
1002,2020,18,415.1,415.27,427.97,411.73,8299858
1001,2020,19,417.78,428.15,428.54,414.87,7799058
1000,2020,19,427.555,424.68,431.0,421.56,6286293
999,2020,19,429.3,434.26,439.77,426.385,6660737
998,2020,19,436.89,436.53,438.88,430.66,5650281
997,2020,19,434.14,435.55,442.0,433.6389,5054308
996,2020,20,436.33,440.52,444.8899,435.56,5486037
995,2020,20,442.0,431.82,444.17,431.36,4598211
994,2020,20,435.69,438.27,447.0,427.27,7014563
993,2020,20,444.9,441.95,452.38,432.82,9007467
992,2020,20,440.7,454.19,455.0,437.51,7243998
991,2020,21,451.16,452.58,456.36,443.35,7780309
990,2020,21,453.397,451.04,458.97,450.465,4810487
989,2020,21,454.25,447.67,455.81,444.0,5607257
988,2020,21,448.56,436.25,448.96,430.25,9117325
987,2020,21,437.0,429.32,439.09,427.18,5422334
986,2020,22,427.77,414.77,428.5,413.14,7881115
985,2020,22,410.38,419.89,420.02,397.86,10446340
984,2020,22,417.24,413.44,422.3717,411.5,5660160
983,2020,22,417.46,419.73,420.295,411.85,5270484
982,2020,23,418.83,425.92,426.72,415.98,3748573
981,2020,23,425.87,427.31,427.59,419.46,3494801
980,2020,23,426.95,421.97,427.1,418.05,4316044
979,2020,23,422.39,414.33,428.71,410.03,5410529
978,2020,23,407.29,419.6,420.2392,404.25,5099561
977,2020,24,416.0,419.49,420.8,406.5,5851453
976,2020,24,421.65,434.05,434.73,420.31,6796999
975,2020,24,436.0,434.48,439.69,430.55,4896893
974,2020,24,428.2,425.56,445.57,424.1601,7462868
973,2020,24,429.0,418.07,434.06,412.45,6461127
972,2020,25,421.4,425.5,426.49,415.4238,4471499
971,2020,25,425.76,436.13,437.96,425.18,5514016
970,2020,25,441.82,447.77,450.46,439.22,6529568
969,2020,25,448.73,449.87,452.76,442.8,4277627
968,2020,25,449.12,453.72,453.97,445.6,5933651
967,2020,26,455.01,468.04,468.59,454.21,6272105
966,2020,26,466.5,466.26,474.01,464.5,5948436
965,2020,26,468.54,457.85,472.36,454.0,4826191
964,2020,26,458.86,465.91,467.01,454.0,4134513
963,2020,26,466.39,443.4,468.03,442.24,6804726
962,2020,27,445.23,447.24,447.67,432.14,4843978
961,2020,27,450.02,455.04,457.59,447.0,4198545
960,2020,27,454.0,485.64,488.23,454.0,9705870
959,2020,27,485.64,476.89,492.28,475.5258,6351485
958,2020,28,480.77,493.81,499.5,479.8,7838990
957,2020,28,497.311,493.16,504.82,490.83,5669870
956,2020,28,498.576,502.78,505.1,493.81,5691682
955,2020,28,508.4,507.76,510.0,495.78,5840541
954,2020,28,519.73,548.73,555.8799,511.28,21605590
953,2020,29,567.98,525.5,575.37,520.96,18399020
952,2020,29,517.08,524.88,525.5,490.49,15083300
951,2020,29,516.3,523.26,529.0,510.18,10066650
950,2020,29,526.48,527.39,535.54,504.3627,24498990
949,2020,29,494.87,492.99,503.59,484.14,24991350
948,2020,30,489.14,502.41,504.5,484.2001,11940310
947,2020,30,506.0,490.1,506.22,488.61,9127218
946,2020,30,492.19,489.82,497.2,487.2,6954078
945,2020,30,491.13,477.58,491.9,472.0201,7722034
944,2020,30,468.77,480.45,487.17,467.54,7746247
943,2020,31,484.51,495.65,496.92,482.31,7863069
942,2020,31,496.02,488.51,497.7927,487.7601,5986727
941,2020,31,492.25,484.48,494.92,484.13,6611769
940,2020,31,480.7072,485.8,488.35,477.5101,6608569
939,2020,31,488.29,488.88,494.8,484.5,5924310
938,2020,32,490.86,498.62,503.09,490.23,5876190
937,2020,32,498.65,509.64,510.4436,498.65,5607968
936,2020,32,508.68,502.11,510.1021,501.2,4313526
935,2020,32,504.11,509.08,510.82,498.7,3725861
934,2020,32,505.45,494.73,508.29,486.68,5910348
933,2020,33,493.35,483.38,497.4584,478.6269,4691185
932,2020,33,479.75,466.93,480.92,466.55,7329226
931,2020,33,471.34,475.47,482.49,470.18,5441243
930,2020,33,478.4,481.33,484.45,476.45,3008933
929,2020,33,482.82,482.68,488.325,480.21,2943487
928,2020,34,484.19,482.35,486.24,479.1,2423545
927,2020,34,484.35,491.87,495.3,482.8,3505518
926,2020,34,493.93,484.53,494.4985,483.5,3156218
925,2020,34,484.69,497.9,498.94,483.89,5132480
924,2020,34,496.46,492.31,498.13,490.0,3921293
923,2020,35,495.438,488.81,501.0,483.16,4762183
922,2020,35,488.19,490.58,492.47,485.09,5727721
921,2020,35,492.5,547.53,549.04,492.075,20373680
920,2020,35,537.775,526.27,541.0,521.2471,9062912
919,2020,35,532.0,523.89,539.0,522.0,4417517
918,2020,36,521.16,529.56,531.99,517.58,4941409
917,2020,36,532.6,556.55,557.3895,532.45,9581907
916,2020,36,553.78,552.84,556.5,537.369,5886930
915,2020,36,545.0,525.75,554.0,521.32,9071089
914,2020,36,520.18,516.05,527.36,485.98,8270118
913,2020,37,498.4,507.02,522.0,495.0,5572684
912,2020,37,519.21,500.19,520.0,492.5743,6848127
911,2020,37,503.35,480.67,506.29,478.84,6240181
910,2020,37,486.485,482.03,493.73,476.81,5035200
909,2020,38,480.62,476.26,488.99,471.3001,7359126
908,2020,38,484.0,495.99,497.47,481.63,5336992
907,2020,38,499.99,483.86,504.66,483.31,4401412
906,2020,38,475.16,470.2,478.4,463.27,5379301
905,2020,38,472.51,469.96,479.4,458.6,6717711
904,2020,39,467.692,487.35,487.775,466.32,5457539
903,2020,39,489.01,491.17,491.82,479.26,3482324
902,2020,39,491.04,470.61,491.04,469.0,3726423
901,2020,39,470.53,473.08,477.0,467.82,3727201
900,2020,39,474.39,482.88,484.87,468.0258,3769436
899,2020,40,489.109,490.65,492.0,477.88,4773497
898,2020,40,489.5,493.48,496.2868,486.53,3543193
897,2020,40,492.57,500.03,504.63,489.2704,4634111
896,2020,40,506.03,527.51,529.55,503.6,8153710
895,2020,40,516.43,503.06,526.3714,502.7,6071165
894,2020,41,506.8,520.65,520.99,501.6997,4088069
893,2020,41,518.72,505.87,521.82,504.16,4199034
892,2020,41,518.0,534.66,536.49,515.815,7988683
891,2020,41,533.48,531.79,535.0,524.15,5386488
890,2020,41,537.834,539.44,544.28,535.0,4781259
889,2020,42,548.81,539.81,551.81,538.24,5391074
888,2020,42,540.56,554.09,557.65,537.2,5602498
887,2020,42,562.61,541.45,572.49,541.0,9510081
886,2020,42,545.52,541.94,551.22,535.1,5113126
885,2020,42,549.5,530.79,554.33,530.03,6347363
884,2020,43,537.07,530.72,541.8,525.38,7567506
883,2020,43,528.14,525.42,533.78,522.26,10047180
882,2020,43,501.03,489.05,506.85,488.25,17405710
881,2020,43,494.69,485.23,495.14,482.0,6997922
880,2020,43,488.11,488.28,490.06,481.35,4927862
879,2020,44,487.025,488.24,496.82,478.9,6186087
878,2020,44,490.01,488.93,490.49,482.93,3627175
877,2020,44,486.36,486.24,494.0,483.28,5992731
876,2020,44,488.5,504.21,513.8999,479.34,11120690
875,2020,44,502.01,475.74,505.88,472.21,7813897
874,2020,45,478.87,484.12,486.3,475.0,4408193
873,2020,45,484.93,487.22,495.305,478.76,3690213
872,2020,45,495.36,496.95,507.73,493.98,5137330
871,2020,45,506.56,513.76,518.7337,503.45,5372781
870,2020,45,515.0,514.73,515.21,502.51,4236349
869,2020,46,485.54,470.5,495.85,467.26,10419680
868,2020,46,470.95,480.24,484.6,463.41,8306142
867,2020,46,483.0,490.76,491.68,478.26,5460532
866,2020,46,491.0,486.77,496.52,480.4255,5071155
865,2020,46,486.77,482.84,488.94,477.8,3006510
864,2020,47,480.0,479.1,485.58,477.3,3953563
863,2020,47,480.12,480.63,487.51,478.8525,3698082
862,2020,47,481.95,481.79,488.61,477.7212,3629237
861,2020,47,482.0,484.67,487.8,480.47,2254653
860,2020,47,485.22,488.24,494.76,481.57,4255924
859,2020,48,490.46,476.62,491.15,475.84,5416571
858,2020,48,478.84,482.88,484.05,475.89,3557894
857,2020,48,485.13,485.0,486.9,478.919,3598629
856,2020,48,486.58,491.36,493.25,481.845,2805762
855,2020,49,490.08,490.7,492.55,481.2678,3530940
854,2020,49,492.3404,504.58,509.47,491.9812,5063234
853,2020,49,501.62,503.38,506.795,493.5,3028358
852,2020,49,502.99,497.52,508.77,496.04,2826116
851,2020,49,497.5,498.31,504.5,493.64,3666243
850,2020,50,500.01,515.78,517.76,497.77,4289293
849,2020,50,517.9,512.66,521.4909,505.55,4228950
848,2020,50,510.53,493.6,514.5,491.29,4178768
847,2020,50,494.56,501.09,503.77,492.91,3018203
846,2020,50,495.0,503.22,503.34,494.85,3210928
845,2020,51,505.44,522.42,524.1603,501.18,5770424
844,2020,51,518.5,519.78,524.7,513.56,3398209
843,2020,51,520.11,524.83,527.38,517.69,3682392
842,2020,51,529.0,532.9,535.49,526.44,3193377
841,2020,51,533.2,534.45,536.37,526.02,4502692
840,2020,52,530.05,528.91,532.62,521.15,3893964
839,2020,52,527.69,527.33,530.4,520.5,1908529
838,2020,52,524.76,514.48,526.32,514.2,2393187
837,2020,52,515.12,513.97,519.345,512.2104,1143952
836,2020,53,516.43,519.12,523.66,507.13,2891867
835,2020,53,519.9,530.87,536.5478,515.4801,4022358
834,2020,53,530.13,524.59,533.2575,523.69,1876286
833,2020,53,525.53,540.73,545.5,523.1502,5392322
832,2021,1,539.0,522.86,540.8,515.085,4444407
831,2021,1,521.55,520.8,526.78,515.89,3133872
830,2021,1,511.97,500.49,513.0998,499.5,5346210
829,2021,1,508.28,508.89,516.44,506.42,3686448
828,2021,1,511.31,510.4,513.24,504.51,2973949
827,2021,2,507.84,499.1,510.725,497.95,3812720
826,2021,2,500.0,494.25,501.09,485.6701,5990425
825,2021,2,495.5012,507.79,512.3542,493.01,5032099
824,2021,2,507.35,500.86,514.5,499.58,4177357
823,2021,2,500.0,497.98,506.32,495.1,5895788
822,2021,3,501.0,501.77,509.25,493.5427,12315810
821,2021,3,565.42,586.34,593.2877,556.86,32637450
820,2021,3,582.45,579.84,588.75,570.4,11840630
819,2021,3,582.1,565.17,583.99,564.35,7550822
818,2021,4,567.0,556.78,569.75,548.65,7207329
817,2021,4,554.73,561.93,567.99,554.06,5023847
816,2021,4,550.71,523.28,556.4187,515.73,8670277
815,2021,4,535.88,538.6,553.1482,530.74,5968978
814,2021,4,538.0,532.39,541.0,530.18,4325264
813,2021,5,536.79,539.04,545.06,531.73,3547507
812,2021,5,542.01,548.16,555.48,538.935,3767569
811,2021,5,550.17,539.45,550.48,538.243,3172288
810,2021,5,539.81,552.16,559.48,537.51,5164537
809,2021,5,552.26,550.79,554.44,545.4778,2376175
808,2021,6,555.0,547.92,555.0,543.7,2791721
807,2021,6,546.0,559.07,566.0,543.0,3703499
806,2021,6,562.5,563.59,566.65,553.463,3991264
805,2021,6,564.442,557.59,565.93,554.22,2730587
804,2021,6,556.94,556.52,561.2499,550.85,2197128
803,2021,7,557.286,557.28,563.63,552.73,2624097
802,2021,7,550.99,551.34,555.25,543.03,2071590
801,2021,7,549.0,548.22,550.0,538.2265,2457604
800,2021,7,548.0,540.22,548.99,538.8132,2841457
799,2021,8,534.99,533.78,541.79,530.79,3078594
798,2021,8,525.004,546.15,548.54,518.28,4136532
797,2021,8,539.8,553.41,556.8499,539.065,3245038
796,2021,8,550.27,546.7,556.48,535.75,4252879
795,2021,8,546.51,538.85,553.09,538.0,3755574
794,2021,9,545.573,550.64,552.14,542.0,3042180
793,2021,9,553.34,547.82,556.99,546.02,3042226
792,2021,9,545.93,520.7,548.005,517.81,5362443
791,2021,9,521.5,511.29,531.5,507.68,5034792
790,2021,9,511.98,516.39,517.76,498.7901,5069973
789,2021,10,514.46,493.33,518.84,492.85,3981758
788,2021,10,507.31,506.44,513.11,503.8221,3470042
787,2021,10,513.5,504.54,518.97,504.25,3771484
786,2021,10,512.205,523.06,530.235,510.71,4714469
785,2021,10,512.5,518.02,526.51,506.59,3981743
784,2021,11,516.32,520.25,520.729,508.03,3485519
783,2021,11,524.47,524.03,533.42,523.21,3238888
782,2021,11,522.0,524.44,528.3654,514.3,2817376
781,2021,11,516.396,504.79,517.9,503.85,4096606
780,2021,11,504.96,512.18,513.19,501.63,4386360
779,2021,12,509.13,523.11,529.31,509.13,3360587
778,2021,12,529.87,535.09,543.12,529.4,5583461
777,2021,12,533.78,520.81,534.42,520.0,4102211
776,2021,12,516.99,502.86,518.53,497.0,4926764
775,2021,12,502.82,508.05,508.72,496.68,3467797
774,2021,13,505.66,513.95,518.0,504.4,3330049
773,2021,13,510.505,513.39,514.41,506.91,2418129
772,2021,13,515.675,521.66,528.13,515.44,3503111
771,2021,13,529.93,539.42,540.5,527.03,3938637
770,2021,14,540.01,540.67,542.85,529.23,3355904
769,2021,14,544.81,544.53,554.165,543.3,3474205
768,2021,14,543.5,546.99,549.64,541.45,2151319
767,2021,14,551.13,554.58,556.899,547.57,4309829
766,2021,14,552.69,555.31,556.9,547.11,2894034
765,2021,15,551.05,552.78,557.98,549.58,2944060
764,2021,15,557.0,553.73,559.75,550.3,2720344
763,2021,15,554.87,540.02,554.87,538.53,3740294
762,2021,15,544.17,549.22,553.49,542.66,3139050
761,2021,15,550.54,546.54,551.98,539.51,3209075
760,2021,16,546.9,554.44,556.44,545.53,4288715
759,2021,16,554.42,549.57,563.56,546.3,11257650
758,2021,16,508.0,508.9,515.46,503.6001,22897450
757,2021,16,513.82,508.78,513.96,500.55,9061062
756,2021,16,509.01,505.55,509.7,500.7,7314659
