,Year,Week_Nr,Open,Close/Last,High,Low,Volume
755,2021,17,506.76,510.3,510.48,503.0,4388839
754,2021,17,512.62,505.55,512.99,504.5808,3761327
753,2021,17,505.2,506.52,508.395,503.34,3192983
752,2021,17,507.6,509.0,509.29,499.0,5127792
751,2021,17,505.0,513.47,514.55,505.0,4413242
750,2021,18,512.65,509.11,518.95,505.2,4091895
749,2021,18,510.78,503.18,511.63,496.79,4349502
748,2021,18,504.99,496.08,507.7843,494.63,3129366
747,2021,18,495.99,499.55,499.55,491.37,3783698
746,2021,18,504.62,503.84,508.55,501.12,3132786
745,2021,19,502.0,486.69,503.15,486.11,5131632
744,2021,19,479.75,495.08,497.99,478.63,4401000
743,2021,19,486.83,484.98,493.54,482.7,4121540
742,2021,19,489.13,486.66,490.775,482.71,2716561
741,2021,19,487.86,493.37,494.85,486.59,2882464
740,2021,20,485.59,488.94,492.71,482.81,2701057
739,2021,20,488.395,486.28,493.4778,486.1895,2350496
738,2021,20,481.625,487.7,488.57,478.54,3349930
737,2021,20,489.55,501.67,502.7,488.975,3721218
736,2021,20,503.12,497.89,505.4,497.26,3322925
735,2021,21,501.05,502.9,504.25,499.51,2412595
734,2021,21,506.0,501.34,506.365,499.22,2699459
733,2021,21,502.34,502.36,504.14,500.5,2465303
732,2021,21,501.8,503.86,505.1,498.54,3253773
731,2021,21,504.4,502.81,511.76,502.53,2911297
730,2021,22,504.01,499.08,505.41,497.7443,2482555
729,2021,22,499.82,499.24,503.22,495.82,2268979
728,2021,22,495.19,489.43,496.66,487.25,3887445
727,2021,22,492.0,494.74,501.86,490.95,3160487
726,2021,23,492.917,494.66,496.7,490.55,2791932
725,2021,23,497.0,492.39,498.82,489.37,2374037
724,2021,23,494.5,485.81,496.09,484.65,3055029
723,2021,23,487.165,487.27,490.21,482.14,4382928
722,2021,23,490.0,488.77,491.41,487.78,3123969
721,2021,24,489.68,499.89,503.5,486.91,4400222
720,2021,24,501.23,491.9,501.23,490.4,3104073
719,2021,24,495.0,492.41,496.46,486.28,3533206
718,2021,24,490.25,498.34,501.8,490.15,3198273
717,2021,24,496.4,500.77,504.49,495.24,5197576
716,2021,25,501.64,497.0,502.05,492.28,5277297
715,2021,25,498.54,508.82,513.55,495.795,5809271
714,2021,25,508.48,512.74,516.63,508.2,3944782
713,2021,25,517.96,518.06,520.96,514.4001,3361202
712,2021,25,528.84,527.07,533.06,525.0,5299072
711,2021,26,528.12,533.03,533.9399,524.56,2820227
710,2021,26,533.55,533.5,536.13,528.57,2314647
709,2021,26,534.055,528.21,534.38,526.82,2773445
708,2021,26,525.72,533.54,537.04,525.72,2805402
707,2021,26,535.5,533.98,538.5351,529.39,1980316
706,2021,27,533.0,541.64,542.86,533.0,2775051
705,2021,27,544.24,535.96,544.64,531.66,2722498
704,2021,27,530.93,530.76,535.5,529.09,3268988
703,2021,27,531.0,535.98,538.26,528.58,2777231
702,2021,28,540.3,537.31,540.6497,532.92,1780738
701,2021,28,535.76,540.68,545.33,535.76,2751593
700,2021,28,541.01,547.95,554.1,541.01,4659535
699,2021,28,553.97,542.95,557.5399,538.2,5713873
698,2021,28,541.81,530.31,544.06,527.05,3442101
697,2021,29,526.05,532.28,534.913,522.2401,3885764
696,2021,29,526.07,531.05,536.64,520.3,6930440
695,2021,29,526.13,513.63,530.99,505.61,11906790
694,2021,29,510.206,511.77,513.68,507.0,4328061
693,2021,29,512.16,515.41,517.41,504.66,3820478
692,2021,30,514.38,516.49,521.13,509.0101,2254538
691,2021,30,518.08,518.91,521.95,512.05,2759037
690,2021,30,521.82,519.3,524.47,516.98,2390466
689,2021,30,519.96,514.25,520.7799,513.7927,1736014
688,2021,30,512.69,517.57,519.79,510.9642,2537107
687,2021,31,519.0,515.15,519.85,510.51,2096632
686,2021,31,514.39,510.82,515.63,505.37,2579427
685,2021,31,513.0,517.35,517.98,510.37,2039374
684,2021,31,517.13,524.89,525.41,514.02,2556687
683,2021,31,524.0,520.55,526.84,519.39,1919798
682,2021,32,521.1469,519.97,522.6699,517.99,1367782
681,2021,32,520.0,515.84,520.79,512.965,1960544
680,2021,32,517.0,512.4,519.57,509.77,1673904
679,2021,32,511.86,510.72,513.0,507.2014,1686170
678,2021,32,512.64,515.92,521.44,511.51,2177736
677,2021,33,515.24,517.92,523.38,512.3,2033176
676,2021,33,515.465,518.91,520.79,514.2,2309803
675,2021,33,520.0,521.87,526.38,518.65,2582046
674,2021,33,522.74,543.71,548.39,521.87,7497292
673,2021,33,545.09,546.88,551.3883,539.1,3776429
672,2021,34,545.98,553.33,555.55,543.74,2602010
671,2021,34,551.484,553.41,555.3141,549.27,2109525
670,2021,34,550.16,547.58,552.84,545.45,2065621
669,2021,34,546.16,550.12,552.604,545.9,1595499
668,2021,34,551.6,558.92,564.17,549.25,3252595
667,2021,35,557.25,566.18,567.1648,556.45,2434839
666,2021,35,566.12,569.19,569.48,561.611,2431886
665,2021,35,569.0,582.07,591.0,569.0,5626214
664,2021,35,583.68,588.55,598.7567,583.68,6184782
663,2021,35,585.8,590.53,591.8783,583.14,2684005
662,2021,36,594.69,606.71,613.85,593.99,5830979
661,2021,36,603.84,606.05,615.6,595.71,5424503
660,2021,36,606.47,597.54,609.44,596.55,2954214
659,2021,36,598.16,598.72,609.45,593.67,3950764
658,2021,37,598.57,589.29,598.57,582.775,3062871
657,2021,37,584.89,577.76,587.28,575.56,3456958
656,2021,37,578.17,582.87,584.62,575.37,2755615
655,2021,37,584.3,586.5,587.48,577.72,1832028
654,2021,37,587.85,589.35,590.28,580.8501,4145145
653,2021,38,586.79,575.43,591.53,568.08,3732227
652,2021,38,578.31,573.14,581.88,569.37,2250884
651,2021,38,579.69,590.65,595.65,579.69,4021845
650,2021,38,590.79,593.26,599.32,589.1301,2526161
649,2021,38,592.5,592.39,592.98,583.64,2126246
648,2021,39,587.95,592.64,593.58,576.93,2504738
647,2021,39,589.0,583.85,599.5353,580.16,4431051
646,2021,39,589.01,599.06,609.8799,588.01,6221026
645,2021,39,608.05,610.34,619.0,608.05,6616040
644,2021,39,604.24,613.15,614.99,597.505,4090847
643,2021,40,613.39,603.35,626.125,594.68,4995932
642,2021,40,606.94,634.81,640.39,606.89,9534293
641,2021,40,628.18,639.1,639.8699,626.36,4580434
640,2021,40,642.225,631.85,646.84,630.45,3556886
639,2021,40,634.165,632.66,643.8,630.86,3272093
638,2021,41,633.195,627.04,639.42,626.78,2862470
637,2021,41,633.02,624.94,637.655,621.99,3227349
636,2021,41,632.1791,629.76,632.1791,622.1,2424638
635,2021,41,632.23,633.8,636.88,626.79,2672535
634,2021,41,638.0,628.29,639.42,625.16,4116874
633,2021,42,632.1,637.97,638.41,620.5901,4669071
632,2021,42,636.969,639.0,641.0,632.3,7633147
631,2021,42,625.573,625.14,637.4,617.15,10622000
630,2021,42,628.89,653.16,654.01,628.65,8437070
629,2021,42,651.81,664.78,665.46,651.81,6186016
628,2021,43,663.74,671.66,675.88,657.07,3833526
627,2021,43,673.76,668.52,676.4899,662.77,2904840
626,2021,43,669.0,662.92,671.41,661.85,2276914
625,2021,43,670.949,674.05,676.8,668.03,2859409
624,2021,43,673.06,690.31,690.9699,671.24,3825279
623,2021,44,689.06,681.17,689.97,676.54,3110911
622,2021,44,683.11,677.72,687.68,673.82,3888597
621,2021,44,677.27,688.29,689.39,677.27,2334852
620,2021,44,685.89,668.4,685.94,665.5,4865023
619,2021,44,663.97,645.72,665.64,645.01,5283488
618,2021,45,650.29,651.45,656.0,643.79,2887523
617,2021,45,653.7,655.99,660.5,650.52,2415630
616,2021,45,653.01,646.91,660.3306,642.11,2405785
615,2021,45,650.24,657.58,665.82,649.705,2868311
614,2021,45,660.01,682.61,683.34,653.82,4198410
613,2021,46,681.235,679.33,685.2599,671.49,2872186
612,2021,46,678.27,687.4,688.3599,676.9,2077387
611,2021,46,690.0,691.69,700.9894,686.09,2732831
610,2021,46,691.61,682.02,691.74,679.735,2014992
609,2021,46,692.35,678.8,694.16,675.0,2614852
608,2021,47,676.02,659.2,679.48,656.47,2765318
607,2021,47,658.18,654.06,666.43,646.05,2320917
606,2021,47,658.01,658.29,661.44,651.1,1867282
605,2021,47,675.0,665.64,676.405,660.67,2872513
604,2021,48,663.2,663.84,667.99,658.29,2529364
603,2021,48,668.198,641.9,675.38,640.01,5608919
602,2021,48,649.48,617.77,654.52,617.07,3897019
601,2021,48,617.1,616.47,625.36,612.88,3331131
600,2021,48,622.75,602.13,625.5,594.0,4829282
599,2021,49,606.01,612.69,617.29,601.0,3075672
598,2021,49,619.83,625.58,628.89,611.4,3125190
597,2021,49,630.0,628.08,632.455,623.2,2220308
596,2021,49,627.58,611.0,630.24,610.44,2376321
595,2021,49,616.78,611.66,617.74,605.88,2748774
594,2021,50,612.0,604.56,612.64,599.52,2517915
593,2021,50,598.71,597.99,602.29,588.13,2984536
592,2021,50,598.18,605.04,605.69,584.51,2866196
591,2021,50,597.09,591.06,602.8308,588.0,3143217
590,2021,50,591.61,586.73,593.25,581.74,4433706
589,2021,51,586.43,593.74,602.8847,584.26,3358404
588,2021,51,597.5434,604.92,607.82,593.8611,2319390
587,2021,51,603.36,614.24,614.82,602.63,2335745
586,2021,51,616.4,614.09,616.88,607.57,1621146
585,2021,52,615.0,613.12,615.0,609.25,2062233
584,2021,52,614.95,610.71,618.41,609.69,1884116
583,2021,52,610.71,610.54,613.98,604.68,1287513
582,2021,52,612.99,612.09,620.61,611.2401,1625093
581,2021,52,610.01,602.44,614.075,602.05,1995918
580,2022,1,605.61,597.37,609.99,590.56,3068808
579,2022,1,599.91,591.15,600.4099,581.6,4393135
578,2022,1,592.0,567.52,592.84,566.88,4148749
577,2022,1,554.34,553.29,563.36,542.01,5711795
576,2022,1,549.46,541.06,553.43,538.2175,3382873
575,2022,2,538.49,539.85,543.69,526.32,4486145
574,2022,2,536.99,540.84,543.91,530.07,3077836
573,2022,2,544.27,537.22,544.27,532.02,3787372
572,2022,2,537.06,519.2,540.79,518.26,4475063
571,2022,2,517.6,525.69,538.37,511.88,7861109
570,2022,3,520.08,510.8,521.75,508.68,4844418
569,2022,3,515.0,515.86,523.21,510.51,4353508
568,2022,3,517.75,508.25,526.64,506.93,12658990
567,2022,3,400.425,397.5,409.1499,379.99,58904270
566,2022,4,383.91,387.15,387.26,351.46,32386780
565,2022,4,379.14,366.42,387.71,365.13,15145820
564,2022,4,378.27,359.7,382.66,356.62,12683980
563,2022,4,382.06,386.7,394.8,378.1,24324750
562,2022,4,386.76,384.36,387.0,372.08,11966610
561,2022,5,401.97,427.14,427.7,398.2,20047450
560,2022,5,432.96,457.13,458.48,425.5401,22568100
559,2022,5,448.25,429.48,451.98,426.48,14346010
558,2022,5,421.44,405.6,429.26,404.28,9905210
557,2022,5,407.31,410.17,412.77,396.6391,7789798
556,2022,6,410.17,402.1,412.35,393.55,8232859
555,2022,6,398.18,403.53,406.61,395.83,6818543
554,2022,6,408.65,412.89,412.98,398.79,7738227
553,2022,6,402.1,406.27,408.0,396.36,8452915
552,2022,6,405.33,391.31,411.6103,387.65,7558939
551,2022,7,387.59,396.57,409.36,386.891,7202155
550,2022,7,403.79,407.46,409.1619,401.01,5395641
549,2022,7,401.53,398.08,401.56,390.3842,5277650
548,2022,7,394.235,386.67,399.11,385.7,4669222
547,2022,7,392.53,391.29,402.87,389.0466,6801668
546,2022,8,388.95,377.38,392.42,373.02,6697515
545,2022,8,382.72,367.46,386.0,366.66,4614290
544,2022,8,355.09,390.03,390.73,354.72,7068724
543,2022,8,386.61,390.8,391.29,375.58,4841636
542,2022,9,387.33,394.52,397.75,382.13,5035046
541,2022,9,391.6,386.24,395.0,383.705,3290439
540,2022,9,388.93,380.03,389.22,375.21,5356809
539,2022,9,386.0,368.07,386.12,364.65,6076836
538,2022,9,368.0,361.73,374.8186,357.17,5329180
537,2022,10,360.41,350.26,361.995,350.2,5708383
536,2022,10,349.8,341.76,358.86,340.67,6428655
535,2022,10,357.685,358.79,364.14,350.5089,6520186
534,2022,10,356.2,356.77,367.02,353.3,4807767
533,2022,10,361.19,340.32,363.36,340.0,4819925
532,2022,11,338.72,331.01,341.32,329.82,5907817
531,2022,11,335.1,343.75,345.36,332.36,5460640
530,2022,11,348.2,357.53,359.99,343.06,6982469
529,2022,11,359.7,371.4,373.31,354.88,5818348
528,2022,11,372.0,380.6,381.8,368.47,8324825
527,2022,12,378.02,374.59,381.82,368.94,4866463
526,2022,12,371.14,382.92,386.66,366.76,4242762
525,2022,12,379.77,374.49,382.46,374.49,3728954
524,2022,12,379.76,375.71,379.76,368.9,3888461
523,2022,12,377.07,373.85,377.64,366.43,3575953
522,2022,13,375.23,378.51,380.28,366.73,4323435
521,2022,13,384.39,391.82,396.5,380.33,5880723
520,2022,13,389.55,381.47,392.7,378.625,4023301
519,2022,13,383.59,374.59,384.0,373.61,4134720
518,2022,13,376.8,373.47,380.87,368.5,4644237
517,2022,14,373.55,391.5,396.02,373.13,7009235
516,2022,14,389.3,380.15,390.0,377.305,4234508
515,2022,14,374.15,368.35,376.4699,362.73,4354885
514,2022,14,365.0,362.15,368.54,353.6897,4948909
513,2022,14,361.96,355.88,362.5,354.865,4025183
512,2022,15,350.0,348.0,354.78,345.2,3777096
511,2022,15,355.91,344.1,359.41,342.25,3824261
510,2022,15,343.92,350.43,352.0,341.155,3230950
509,2022,15,350.95,341.13,352.0,339.86,4343837
508,2022,16,340.0,337.86,342.36,331.615,5105041
507,2022,16,333.22,348.61,351.68,333.22,20906890
506,2022,16,245.2,226.19,248.7,212.51,133387500
505,2022,16,220.0,218.22,227.68,211.52,53501600
504,2022,16,220.18,215.52,226.27,210.05,37515130
503,2022,17,213.81,209.91,216.66,204.51,28152050
502,2022,17,208.8,198.4,209.15,198.2773,20318090
501,2022,17,194.005,188.54,200.19,187.77,22298390
500,2022,17,191.56,199.52,201.48,185.6,21363160
499,2022,17,198.68,190.36,204.71,190.0,16391890
498,2022,18,191.71,199.46,200.2141,190.01,14591600
497,2022,18,198.29,199.87,203.2,194.77,11839430
496,2022,18,197.65,204.01,204.38,191.01,12218780
495,2022,18,200.45,188.32,200.71,186.0,13971330
494,2022,18,186.75,180.97,187.21,175.81,17185480
493,2022,19,177.655,173.1,183.2,172.3,14031330
492,2022,19,176.01,177.66,181.8712,170.57,13883910
491,2022,19,176.09,166.37,180.92,165.55,12665520
490,2022,19,163.96,174.31,177.58,162.71,17662120
489,2022,19,177.16,187.64,187.77,176.01,13136330
488,2022,20,193.3,186.51,195.89,185.7,16145010
487,2022,20,189.17,190.56,191.4,185.17,9876685
486,2022,20,186.72,177.19,187.7,176.27,9665632
485,2022,20,178.045,183.48,186.3,175.71,10448510
484,2022,20,185.867,186.35,190.19,179.77,10429400
483,2022,21,186.15,187.44,187.66,177.89,9602027
482,2022,21,182.0,180.34,184.0,177.17,7706372
481,2022,21,180.28,187.83,188.87,180.17,8522092
480,2022,21,186.49,191.4,192.3402,183.0916,8049933
479,2022,21,193.19,195.19,195.25,190.3722,8585987
478,2022,22,196.18,197.44,199.95,190.8,11398460
477,2022,22,198.7,192.91,202.74,191.6606,8416151
476,2022,22,192.02,205.09,205.47,191.72,9623121
475,2022,22,200.14,198.98,202.95,198.05,7191775
474,2022,23,202.09,197.14,203.87,195.38,5372043
473,2022,23,194.87,198.61,199.6,193.0,4839491
472,2022,23,197.95,202.83,207.38,197.64,7244121
471,2022,23,200.65,192.77,201.69,192.54,6948967
470,2022,23,182.64,182.94,185.86,180.85,13074280
469,2022,24,177.07,169.69,179.09,168.9571,10222410
468,2022,24,169.75,167.54,172.0622,164.28,11555320
467,2022,24,169.258,180.11,183.845,168.53,12396040
466,2022,24,174.0,173.35,176.27,171.56,8201306
465,2022,24,173.63,175.51,179.65,173.34,12133370
464,2022,25,177.6,170.91,178.6189,169.8,12177590
463,2022,25,170.75,178.89,182.82,170.2,12010620
462,2022,25,180.5,181.71,182.76,175.87,9538226
461,2022,25,183.5,190.85,191.19,181.84,12423970
460,2022,26,191.77,189.14,191.78,182.39,8363879
459,2022,26,189.2,179.6,192.2,179.37,7201897
458,2022,26,179.55,178.36,180.665,175.1,5766847
457,2022,26,177.07,174.87,179.45,170.3,7894710
456,2022,26,176.49,179.95,180.1,174.27,5201583
455,2022,27,176.28,185.88,185.92,172.6801,7339023
454,2022,27,185.2,184.06,186.22,180.82,5753385
453,2022,27,184.27,189.27,190.21,183.5,6334545
452,2022,27,186.02,186.975,189.91,182.75,5835680
451,2022,28,184.73,177.34,184.99,176.89,6048447
450,2022,28,177.33,174.45,179.7839,173.42,6845264
449,2022,28,170.5,176.56,179.18,169.702,12734420
448,2022,28,175.56,174.78,177.52,171.82,9039457
447,2022,28,175.58,189.11,189.22,174.56,16319120
446,2022,29,192.5,190.92,199.67,189.8,16322850
445,2022,29,193.02,201.63,201.97,188.4,28178720
444,2022,29,208.17,216.44,216.9699,200.1,53920270
443,2022,29,214.3,223.88,224.32,211.5,23430120
442,2022,29,222.38,220.44,229.35,218.44,17805450
441,2022,30,221.31,218.51,225.23,216.35,10935250
440,2022,30,216.66,213.91,219.39,211.64,9508532
439,2022,30,216.48,226.75,227.78,214.58,10508390
438,2022,30,224.6,226.02,228.1,219.67,8972738
437,2022,30,223.29,224.9,230.75,222.4,9064937
436,2022,31,223.095,226.21,228.39,221.0,5525044
435,2022,31,222.76,221.42,228.2,220.88,6361327
434,2022,31,224.79,226.73,228.1,222.42,6400701
433,2022,31,227.68,229.91,232.07,225.05,7142741
432,2022,31,225.3,226.78,228.62,222.87,5539733
431,2022,32,227.49,233.49,241.9599,226.41,10997410
430,2022,32,231.62,229.94,232.1999,224.65,6181194
429,2022,32,236.99,244.11,244.54,236.5958,9254760
428,2022,32,244.68,242.7,251.62,241.51,8780062
427,2022,32,244.81,249.3,249.41,243.76,6098531
426,2022,33,248.11,249.11,251.99,247.51,6527391
425,2022,33,247.16,245.69,249.29,244.03,5136806
424,2022,33,241.18,241.15,244.24,237.56,5627224
423,2022,33,241.96,245.17,246.4794,239.2801,5280387
422,2022,33,240.95,241.16,243.29,235.68,7504707
421,2022,34,232.55,226.54,233.475,224.59,8630094
420,2022,34,226.46,224.55,229.9,224.3,5276945
419,2022,34,225.66,229.61,234.1,223.94,5426316
418,2022,34,230.24,233.98,234.16,229.0,3766867
417,2022,34,233.625,223.28,236.95,223.15,5349848
416,2022,35,221.93,224.57,229.87,221.52,7109397
415,2022,35,226.66,220.65,229.79,218.74,5740434
414,2022,35,227.0,223.56,233.8787,223.43,8615906
413,2022,35,220.72,230.04,230.37,219.47,7292917
412,2022,35,231.03,226.11,233.8814,225.04,8164883
411,2022,36,225.59,218.39,226.85,214.69,7469016
410,2022,36,220.21,228.96,229.33,218.2681,8149329
409,2022,36,224.16,227.44,228.735,221.3,6737436
408,2022,36,229.62,233.57,234.7799,229.62,6702060
407,2022,37,233.61,236.53,239.49,233.37,6047425
406,2022,37,226.5,218.13,227.69,217.72,8000128
405,2022,37,219.82,224.12,228.0,215.8,8230340
404,2022,37,230.47,235.38,242.2871,229.1,19454120
403,2022,37,231.22,240.13,241.355,227.83,18914180
402,2022,38,245.05,243.63,245.25,235.75,17912370
401,2022,38,240.37,242.85,250.49,239.66,16037430
400,2022,38,242.67,236.87,248.2999,236.68,9166772
399,2022,38,235.35,237.05,240.5,231.66,10017970
398,2022,38,235.14,226.41,236.4499,221.43,11207230
397,2022,39,225.6,224.07,232.7,223.01,8234285
396,2022,39,228.63,224.36,230.64,220.72,7762223
395,2022,39,229.69,245.2,246.65,227.38,17579670
394,2022,39,241.61,239.71,246.98,235.68,18994940
393,2022,39,237.0,235.44,242.44,233.26,11848610
392,2022,40,237.85,239.04,241.54,232.85,8657443
391,2022,40,244.84,240.74,245.7999,233.25,13925850
390,2022,40,238.76,236.73,241.59,227.38,10825630
389,2022,40,236.68,240.02,244.28,233.9101,9188940
388,2022,40,235.77,224.75,237.33,224.28,9806128
387,2022,41,225.64,229.98,233.83,224.23,9991145
386,2022,41,226.05,214.29,230.44,213.7,15282410
385,2022,41,214.3,220.87,223.67,212.64,12952640
384,2022,41,212.69,232.51,234.47,211.73,17505010
383,2022,41,237.8,230.0,238.8,229.51,15293400
382,2022,42,234.41,245.1,249.9221,234.4,21057820
381,2022,42,249.8,240.86,250.37,237.73,25776730
380,2022,42,265.0,272.38,279.3,262.66,46685260
379,2022,42,272.78,268.16,278.3755,266.38,17207100
378,2022,42,268.95,289.57,290.75,265.68,24889060
377,2022,43,290.23,282.45,290.49,280.36,13326420
376,2022,43,286.95,291.02,297.59,285.5501,15100720
375,2022,43,290.04,298.62,305.63,288.04,15749250
374,2022,43,298.33,296.94,305.21,294.78,14612590
373,2022,43,297.7,295.72,301.19,292.2924,9960547
372,2022,44,295.13,291.88,297.6199,289.5,7505133
371,2022,44,296.17,286.75,299.7,286.42,6916424
370,2022,44,286.4,273.0,287.33,272.84,10367620
369,2022,44,271.25,269.06,276.29,268.8,7057350
368,2022,44,272.02,260.79,274.97,255.32,11124690
367,2022,45,261.06,258.6,261.155,252.09,7927033
366,2022,45,259.92,263.46,266.08,256.8801,7683826
365,2022,45,259.66,254.66,260.9,254.2202,7265994
364,2022,45,265.99,274.97,275.36,260.0901,9667323
363,2022,45,274.47,290.13,290.66,271.5577,9573834
362,2022,46,290.0,299.27,311.0,288.19,17973400
361,2022,46,309.2,310.2,312.71,302.55,14626930
360,2022,46,309.94,306.02,310.49,303.61,8038556
359,2022,46,294.72,295.28,299.82,291.0,9838220
358,2022,46,297.33,287.98,298.0,287.0,8400108
357,2022,47,291.0,285.05,291.87,282.66,7256507
356,2022,47,284.99,286.69,286.98,277.34,6245119
355,2022,47,285.91,291.5,292.47,283.76,5918988
354,2022,47,289.0,285.54,289.21,284.17,3235953
353,2022,48,284.0,281.17,289.55,280.53,4707049
352,2022,48,282.5,280.96,282.96,275.94,5786874
351,2022,48,281.37,305.53,308.26,280.41,16070120
350,2022,48,303.99,316.95,319.8,303.03,14664870
349,2022,48,310.49,320.41,321.99,310.0,12690600
348,2022,49,316.46,312.59,322.77,310.92,8423029
347,2022,49,311.0,305.56,313.2231,303.13,7195395
346,2022,49,306.5,308.42,309.61,302.1,7821634
345,2022,49,309.11,310.26,312.38,304.8098,7205326
344,2022,49,321.45,320.01,329.0,319.52,14364030
343,2022,50,320.0,315.18,323.18,308.85,10148610
342,2022,50,328.0,320.34,332.7236,317.199,10756430
341,2022,50,318.97,317.83,324.71,314.42,7543291
340,2022,50,302.12,290.41,303.39,286.55,17724560
339,2022,50,288.76,290.71,294.7199,288.7,14080050
338,2022,51,289.73,288.3,292.25,286.13,6163667
337,2022,51,281.24,288.19,289.28,280.81,6918114
336,2022,51,289.99,297.96,300.66,286.5,6376173
335,2022,51,298.09,297.75,298.88,290.8131,7856192
334,2022,51,296.18,294.965,298.4614,291.91,4251108
333,2022,52,293.19,284.17,293.57,282.13,5778098
332,2022,52,281.92,276.88,285.19,273.41,5964369
331,2022,52,283.18,291.12,295.4999,281.01,9588527
330,2022,52,285.53,294.88,295.01,283.22,7566892
329,2023,1,298.06,294.95,298.39,288.7,6763964
328,2023,1,298.24,309.41,311.135,295.51,9345054
327,2023,1,307.0,309.7,314.18,304.545,8328390
326,2023,1,311.57,315.55,316.77,303.69,8959839
325,2023,2,316.83,315.17,321.7,313.22,6766628
324,2023,2,311.07,327.54,329.35,311.07,13072290
323,2023,2,326.5,327.26,328.88,321.35,9579681
322,2023,2,332.5,330.13,332.95,323.14,10856250
321,2023,2,329.97,332.82,336.65,328.885,8286816
320,2023,3,331.08,326.22,332.5,323.6,9246987
319,2023,3,326.75,326.33,330.08,321.25,7814115
318,2023,3,322.57,315.78,324.89,313.39,18008200
317,2023,3,336.79,342.5,344.0,332.625,28430340
316,2023,4,341.715,357.42,362.2453,340.6329,15646850
315,2023,4,357.53,363.83,365.65,355.1401,11796530
314,2023,4,360.57,367.96,368.8999,358.501,7766907
313,2023,4,368.77,364.87,369.02,361.7,8256844
312,2023,4,363.2,360.77,365.92,360.59,6703548
311,2023,5,358.44,353.11,360.95,352.855,5127593
310,2023,5,349.98,353.86,355.95,348.71,5660738
309,2023,5,353.86,361.99,365.385,349.91,8005170
308,2023,5,365.16,366.89,368.32,358.43,7856952
307,2023,5,359.08,365.9,379.4301,359.0,9402034
306,2023,6,363.642,361.48,368.45,360.68,4994942
305,2023,6,358.51,362.95,364.1799,354.18,6289368
304,2023,6,360.02,366.83,368.193,358.31,6253179
303,2023,6,372.41,362.5,373.83,361.7444,6901100
302,2023,6,359.16,347.36,362.14,347.14,7291096
301,2023,7,349.5,358.57,359.7034,344.25,7134445
300,2023,7,357.55,359.96,363.75,353.4,4624758
299,2023,7,356.63,361.42,362.88,354.24,3969945
298,2023,7,355.0,350.71,361.5,350.31,5215726
297,2023,7,347.905,347.96,349.0,342.44,5294727
296,2023,8,342.85,337.5,344.1253,336.4177,5710292
295,2023,8,337.5,334.88,341.91,332.82,4546249
294,2023,8,331.23,323.65,331.28,314.3,13238670
293,2023,8,319.3,317.15,321.5,314.52,6830692
292,2023,9,323.87,323.03,330.0,322.121,6142580
291,2023,9,323.7,322.13,327.62,321.17,3676075
290,2023,9,321.55,313.48,326.6,312.36,4911311
289,2023,9,310.96,311.88,315.57,310.38,4921053
288,2023,9,315.45,315.18,317.49,310.82,5953319
287,2023,10,317.0,312.03,323.3,311.8412,5660743
286,2023,10,312.675,308.47,314.3,306.6226,4553082
285,2023,10,309.29,311.79,311.83,305.75,3479474
284,2023,10,312.08,297.78,312.51,294.88,7443350
283,2023,10,297.905,292.76,298.79,289.0,5759315
282,2023,11,287.34,293.51,299.24,285.3301,6292385
281,2023,11,295.97,294.94,297.45,290.31,5956692
280,2023,11,292.51,303.79,306.31,292.28,9215340
279,2023,11,304.75,310.06,316.6,301.71,7912371
278,2023,11,310.06,303.5,310.76,300.0,6918777
277,2023,12,299.79,305.13,307.5,296.0,5113430
276,2023,12,306.32,305.79,307.92,300.43,4886279
275,2023,12,306.31,293.9,306.45,293.54,5808035
274,2023,12,304.68,320.37,322.78,304.14,15653350
273,2023,12,320.63,328.39,331.83,320.63,13004090
272,2023,13,327.55,327.66,336.44,324.41,8625763
271,2023,13,326.06,323.52,333.32,321.28,6489388
270,2023,13,326.29,332.03,332.85,325.73,6287336
269,2023,13,340.27,338.43,343.29,335.3,7131468
268,2023,13,340.05,345.48,345.84,337.2001,5610161
267,2023,14,341.83,348.28,348.58,340.4001,4413650
266,2023,14,348.49,346.75,349.8,343.95,3298072
265,2023,14,345.3,342.35,345.43,336.2526,4205545
264,2023,14,339.34,339.33,340.48,332.63,4660542
263,2023,15,335.27,338.99,339.88,333.36,2657898
262,2023,15,343.45,338.21,347.14,337.635,4044778
261,2023,15,340.81,331.03,342.8,330.04,3965440
260,2023,15,339.99,346.19,346.43,338.75,7406437
259,2023,15,342.94,338.63,344.853,336.41,5350508
258,2023,16,338.0,332.72,338.39,327.5,6136047
257,2023,16,335.0,333.7,337.19,330.5,17944500
256,2023,16,324.21,323.12,325.75,316.1,22128270
255,2023,16,320.39,325.35,331.4298,318.33,9947800
254,2023,16,323.0,327.98,328.29,319.5,6348000
253,2023,17,330.2,329.02,334.66,326.75,5586627
252,2023,17,328.5,322.55,328.655,321.1,5426642
251,2023,17,321.36,321.15,325.9,320.47,4623238
250,2023,17,324.3,325.85,327.45,317.44,5618768
249,2023,17,325.24,329.93,330.8077,324.0,4228374
248,2023,18,329.435,324.12,331.23,318.09,5341484
247,2023,18,325.0,317.55,326.07,315.62,4318612
246,2023,18,317.55,319.3,324.62,315.85,5064057
245,2023,18,319.01,320.78,323.61,317.95,3879657
244,2023,18,323.61,322.76,324.15,319.4401,3990637
243,2023,19,322.99,331.21,332.56,322.03,5488593
