,Year,Week_Nr,Open,High,Low,Volume,Close/Last
694,2021,29,510.206,513.68,507.0,4328061,511.77
693,2021,29,512.16,517.41,504.66,3820478,515.41
692,2021,30,514.38,521.13,509.0101,2254538,516.49
691,2021,30,518.08,521.95,512.05,2759037,518.91
690,2021,30,521.82,524.47,516.98,2390466,519.3
689,2021,30,519.96,520.7799,513.7927,1736014,514.25
688,2021,30,512.69,519.79,510.9642,2537107,517.57
687,2021,31,519.0,519.85,510.51,2096632,515.15
686,2021,31,514.39,515.63,505.37,2579427,510.82
685,2021,31,513.0,517.98,510.37,2039374,517.35
684,2021,31,517.13,525.41,514.02,2556687,524.89
683,2021,31,524.0,526.84,519.39,1919798,520.55
682,2021,32,521.1469,522.6699,517.99,1367782,519.97
